סמל ועדה_x,ברזל,שם ישוב,סמל ישוב,קלפי,ריכוז,שופט,בזב,מצביעים,פסולים,כשרים,אמת,אצ,ב,ג,ד,ום,ז,זך,זנ,זץ,ט,י,יז,ינ,יץ,יק,כן,ך,ל,מחל,מרצ,נז,ני,נף,נץ,נק,נר,עם,פה,ף,צ,ץ,ק,קי,קך,קנ,קץ,רז,שס,ת,סמל ועדה_y,שם ועדה,סמל ישוב בחירות,שם ישוב בחירות,סמל קלפי,סמל רכוז,כתובת קלפי,מקום קלפי,נגישה,נגישה מיוחדת,בוחרי כנסת בפועל,Latitude,Longitude,preference,coalition_votes,opposition_votes,didnt_pass_votes,Preference,Category,Region
2,1062,בת עין,3794,2.0,1,0,465,309,4,305,0,4,9,10,0,0,0,0,0,0,216,0,1,0,0,0,0,0,1,35,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,5,0,22,0,2.0,יהודה,3794.0,בת עין,2.0,1.0,בת עין,אולם רב תכליתי, , ,465.0,31.6550543,35.1058258,Coalition,283,1,21,ט,Coalition,
9,3745,בת שלמה,33,1.0,1,0,439,324,1,323,31,2,5,2,0,1,0,0,0,0,17,1,1,0,0,0,47,0,9,53,28,0,0,0,0,0,0,1,119,0,0,0,0,0,0,0,5,0,1,0,9.0,חדרה,33.0,בת שלמה,1.0,1.0,בת שלמה,מועדון (מול הצרכניה), , ,439.0,32.598208,35.005515,Opposition,73,208,42,פה,Opposition,Hof Hacarmel
6,2632,גדיידהמכר,1292,4.1,4,0,611,311,3,308,1,0,0,1,59,153,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,89,0,0,0,1,0,0,0,0,1,0,0,0,6.0,עכו,1292.0,ג'דיידה-מכר,4.1,4.0,ג'דיידה,"בי""ס אל נור",כ,כ,611.0,32.92813599999999,35.156194,Opposition,3,243,62,ום,Opposition,Jdeyde-Ma'ker
6,2633,גדיידהמכר,1292,4.2,4,0,611,344,6,338,1,1,0,0,101,169,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,60,1,0,0,0,0,0,1,0,1,0,0,0,6.0,עכו,1292.0,ג'דיידה-מכר,4.2,4.0,ג'דיידה,"בי""ס אל נור",כ, ,611.0,32.92813599999999,35.156194,Opposition,1,231,106,ום,Opposition,Jdeyde-Ma'ker
6,2634,גדיידהמכר,1292,4.3,4,1,611,328,1,327,0,0,0,0,87,185,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,49,0,1,0,0,0,0,0,0,0,0,0,0,6.0,עכו,1292.0,ג'דיידה-מכר,4.3,4.0,ג'דיידה,"בי""ס אל נור", , ,611.0,32.92813599999999,35.156194,Opposition,3,234,90,ום,Opposition,Jdeyde-Ma'ker
6,2635,גדיידהמכר,1292,4.4,4,0,611,336,4,332,0,0,1,0,70,195,0,0,0,0,0,0,1,0,1,1,0,0,1,0,2,0,0,0,1,0,0,56,0,1,0,1,0,0,0,0,0,0,1,0,6.0,עכו,1292.0,ג'דיידה-מכר,4.4,4.0,ג'דיידה,"בי""ס אל נור", , ,611.0,32.92813599999999,35.156194,Opposition,1,252,79,ום,Opposition,Jdeyde-Ma'ker
6,2636,גדיידהמכר,1292,4.5,4,0,611,332,1,331,1,0,0,0,126,130,0,0,2,0,1,0,0,0,0,0,0,0,0,2,5,0,0,1,0,0,0,62,0,0,0,0,0,0,1,0,0,0,0,0,6.0,עכו,1292.0,ג'דיידה-מכר,4.5,4.0,ג'דיידה,"בי""ס אל נור", , ,611.0,32.92813599999999,35.156194,Opposition,3,193,135,ום,Opposition,Jdeyde-Ma'ker
6,2637,גדיידהמכר,1292,6.1,9,0,699,395,1,394,0,1,0,0,124,158,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,0,0,0,1,85,7,0,0,0,0,1,1,0,0,0,4,0,6.0,עכו,1292.0,ג'דיידה-מכר,6.1,9.0,מכר,"בי""ס אבן רודש", , ,699.0,32.916364,35.125162,Opposition,10,250,134,ום,Opposition,Jdeyde-Ma'ker
6,2638,גדיידהמכר,1292,6.2,9,0,699,397,3,394,1,0,0,0,179,135,0,0,0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,64,1,0,0,1,0,0,0,0,0,0,0,0,6.0,עכו,1292.0,ג'דיידה-מכר,6.2,9.0,מכר,"בי""ס אבן רודש", , ,699.0,32.916364,35.125162,Opposition,3,201,190,ד,Didn't Pass,Jdeyde-Ma'ker
6,2639,גדיידהמכר,1292,6.3,9,0,699,397,2,395,3,1,0,0,159,144,0,0,0,0,1,0,0,0,0,1,0,0,0,5,3,0,0,0,0,0,0,73,1,0,1,3,0,0,0,0,0,0,0,0,6.0,עכו,1292.0,ג'דיידה-מכר,6.3,9.0,מכר,"בי""ס אבן רודש", , ,699.0,32.916364,35.125162,Opposition,6,221,168,ד,Didn't Pass,Jdeyde-Ma'ker
6,2640,גדיידהמכר,1292,6.4,9,0,696,315,3,312,2,0,0,0,107,123,1,0,0,0,1,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,69,0,0,1,0,0,0,0,0,0,0,0,0,6.0,עכו,1292.0,ג'דיידה-מכר,6.4,9.0,מכר,"בי""ס אבן רודש", , ,696.0,32.916364,35.125162,Opposition,6,194,112,ום,Opposition,Jdeyde-Ma'ker
6,2641,גדיידהמכר,1292,8.0,7,0,620,313,1,312,0,1,0,1,121,103,0,0,0,0,0,0,0,0,0,0,4,0,0,1,2,0,0,0,0,1,0,73,2,0,1,0,1,0,0,0,1,0,0,0,6.0,עכו,1292.0,ג'דיידה-מכר,8.0,7.0,מכר,"בי""ס עומר אבן אל חטאב",כ, ,620.0,32.916364,35.125162,Opposition,2,182,128,ד,Didn't Pass,Jdeyde-Ma'ker
6,2642,גדיידהמכר,1292,9.0,7,0,615,319,8,311,0,1,0,0,101,115,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,79,2,0,1,1,0,0,1,0,0,0,0,0,6.0,עכו,1292.0,ג'דיידה-מכר,9.0,7.0,מכר,"בי""ס עומר אבן אל חטאב",כ,כ,615.0,32.916364,35.125162,Opposition,5,196,110,ום,Opposition,Jdeyde-Ma'ker
6,2643,גדיידהמכר,1292,15.1,8,0,524,247,0,247,0,0,0,0,91,108,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1,0,0,0,1,0,0,39,0,0,2,0,0,0,0,0,0,0,0,1,6.0,עכו,1292.0,ג'דיידה-מכר,15.1,8.0,ג'דיידה-מכר,"מתנ""ס ג'דיידה-מכר",כ,כ,524.0,32.916364,35.125162,Opposition,3,147,97,ום,Opposition,Jdeyde-Ma'ker
6,2644,גדיידהמכר,1292,15.2,8,0,524,260,5,255,0,0,0,0,87,108,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,53,1,0,0,0,0,0,0,0,0,0,1,0,6.0,עכו,1292.0,ג'דיידה-מכר,15.2,8.0,ג'דיידה-מכר,"מתנ""ס ג'דיידה-מכר",כ, ,524.0,32.916364,35.125162,Opposition,2,162,91,ום,Opposition,Jdeyde-Ma'ker
6,2645,גדיידהמכר,1292,15.3,8,0,523,294,0,294,0,0,0,0,86,116,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,1,0,0,82,0,0,0,0,0,0,0,0,0,0,0,0,6.0,עכו,1292.0,ג'דיידה-מכר,15.3,8.0,ג'דיידה-מכר,"מתנ""ס ג'דיידה-מכר", , ,523.0,32.916364,35.125162,Opposition,3,198,93,ום,Opposition,Jdeyde-Ma'ker
6,2646,גדיידהמכר,1292,16.1,6,0,551,304,4,300,0,1,0,0,79,115,0,0,0,0,1,0,0,0,0,0,2,0,0,3,2,1,0,0,2,1,0,89,1,0,0,3,0,0,0,0,0,0,0,0,6.0,עכו,1292.0,ג'דיידה-מכר,16.1,6.0,מכר,"בי""ס תיכון אל בירוני", , ,551.0,32.916364,35.125162,Opposition,4,207,89,ום,Opposition,Jdeyde-Ma'ker
6,2647,גדיידהמכר,1292,16.2,6,0,551,318,3,315,3,0,0,0,82,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,110,5,0,0,0,1,0,0,0,0,1,1,0,6.0,עכו,1292.0,ג'דיידה-מכר,16.2,6.0,מכר,"בי""ס תיכון אל בירוני", , ,551.0,32.916364,35.125162,Opposition,1,228,86,עם,Opposition,Jdeyde-Ma'ker
6,2648,גדיידהמכר,1292,16.3,6,0,551,341,1,340,3,0,0,0,83,117,0,0,0,0,0,0,0,0,1,0,1,0,0,4,2,0,0,0,1,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,6.0,עכו,1292.0,ג'דיידה-מכר,16.3,6.0,מכר,"בי""ס תיכון אל בירוני", , ,551.0,32.916364,35.125162,Opposition,4,249,87,עם,Opposition,Jdeyde-Ma'ker
6,2649,גדיידהמכר,1292,16.4,6,0,549,276,3,273,0,0,0,0,71,99,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,90,1,0,0,1,0,0,1,0,0,0,0,0,6.0,עכו,1292.0,ג'דיידה-מכר,16.4,6.0,מכר,"בי""ס תיכון אל בירוני", , ,549.0,32.916364,35.125162,Opposition,9,190,74,ום,Opposition,Jdeyde-Ma'ker
6,2650,גדיידהמכר,1292,17.1,3,0,619,303,2,301,2,1,0,0,81,134,0,0,0,0,0,0,0,0,0,0,0,1,0,3,13,0,0,0,0,0,0,59,4,0,0,1,0,0,0,0,2,0,0,0,6.0,עכו,1292.0,ג'דיידה-מכר,17.1,3.0,ג'דיידה,"בי""ס אל ראזי",כ,כ,619.0,32.92813599999999,35.156194,Opposition,3,199,99,ום,Opposition,Jdeyde-Ma'ker
6,2651,גדיידהמכר,1292,17.2,3,0,619,311,2,309,0,0,0,0,106,148,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,46,4,0,0,1,0,0,0,0,0,0,0,0,6.0,עכו,1292.0,ג'דיידה-מכר,17.2,3.0,ג'דיידה,"בי""ס אל ראזי",כ, ,619.0,32.92813599999999,35.156194,Opposition,2,198,109,ום,Opposition,Jdeyde-Ma'ker
6,2652,גדיידהמכר,1292,17.3,3,0,619,361,1,360,1,0,0,0,144,160,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,0,0,0,0,0,0,41,5,0,0,0,0,1,0,0,1,0,0,0,6.0,עכו,1292.0,ג'דיידה-מכר,17.3,3.0,ג'דיידה,"בי""ס אל ראזי", , ,619.0,32.92813599999999,35.156194,Opposition,3,208,149,ום,Opposition,Jdeyde-Ma'ker
6,2653,גדיידהמכר,1292,17.4,3,0,619,359,2,357,2,0,0,0,141,153,0,0,0,0,1,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,40,4,0,0,2,0,0,0,0,1,0,0,0,6.0,עכו,1292.0,ג'דיידה-מכר,17.4,3.0,ג'דיידה,"בי""ס אל ראזי", , ,619.0,32.92813599999999,35.156194,Opposition,4,199,154,ום,Opposition,Jdeyde-Ma'ker
6,2654,גדיידהמכר,1292,17.5,3,0,618,352,2,350,1,0,0,0,114,153,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,1,0,60,13,0,0,0,0,0,0,0,0,0,1,0,6.0,עכו,1292.0,ג'דיידה-מכר,17.5,3.0,ג'דיידה,"בי""ס אל ראזי", , ,618.0,32.92813599999999,35.156194,Opposition,7,227,116,ום,Opposition,Jdeyde-Ma'ker
6,2655,גדיידהמכר,1292,19.0,7,0,698,359,5,354,1,0,0,0,104,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,107,2,0,1,0,0,0,1,0,0,0,0,0,6.0,עכו,1292.0,ג'דיידה-מכר,19.0,7.0,מכר,"בי""ס עומר אבן אל חטאב", , ,698.0,32.916364,35.125162,Opposition,0,246,108,ום,Opposition,Jdeyde-Ma'ker
6,2656,גדיידהמכר,1292,21.0,7,0,607,310,4,306,1,0,0,0,89,130,0,0,0,0,1,0,0,0,1,0,0,0,1,7,6,0,0,0,0,0,0,64,3,0,0,1,0,0,0,0,0,0,2,0,6.0,עכו,1292.0,ג'דיידה-מכר,21.0,7.0,מכר,"בי""ס עומר אבן אל חטאב", , ,607.0,32.916364,35.125162,Opposition,10,199,97,ום,Opposition,Jdeyde-Ma'ker
6,2657,גולס,485,2.1,4,0,485,227,7,220,1,0,2,0,0,2,0,0,0,0,0,0,1,0,0,0,62,0,64,46,10,0,0,0,0,0,0,1,26,0,0,0,0,0,0,0,1,0,4,0,6.0,עכו,485.0,ג'ולס,2.1,4.0,"ג'ולס,1 ","בי""ס ממלכתי ב'",כ,כ,485.0,32.94498,35.184243,Opposition,50,156,14,ל,Opposition,Julis
6,2658,גולס,485,2.2,4,0,485,251,3,248,4,0,0,0,0,3,0,0,0,0,2,0,2,0,0,0,56,0,75,42,17,0,0,0,0,0,0,7,31,0,0,0,0,0,0,1,0,0,8,0,6.0,עכו,485.0,ג'ולס,2.2,4.0,"ג'ולס,1 ","בי""ס ממלכתי ב'", , ,485.0,32.94498,35.184243,Opposition,52,176,20,ל,Opposition,Julis
6,2659,גולס,485,2.3,4,0,485,254,10,244,8,0,1,0,0,4,1,0,0,0,2,0,3,1,0,0,69,0,72,28,11,0,3,0,0,0,0,1,27,0,0,0,0,0,0,0,1,0,12,0,6.0,עכו,485.0,ג'ולס,2.3,4.0,"ג'ולס,1 ","בי""ס ממלכתי ב'", , ,485.0,32.94498,35.184243,Opposition,42,181,21,ל,Opposition,Julis
6,2660,גולס,485,3.0,1,0,631,373,3,370,10,0,1,0,0,2,0,0,0,0,0,0,2,0,0,0,72,0,160,46,13,0,0,0,1,0,0,3,36,0,0,0,0,0,0,1,0,0,23,0,6.0,עכו,485.0,ג'ולס,3.0,1.0,"אלאמל,2 ","בי""ס מקיף 6 שנתי",כ,כ,631.0,32.9413327,35.1752736,Opposition,69,283,18,ל,Opposition,Julis
6,2661,גולס,485,4.0,1,0,668,383,8,375,7,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,45,0,121,134,15,0,0,0,0,0,0,5,40,0,0,0,0,0,0,0,2,0,4,0,6.0,עכו,485.0,ג'ולס,4.0,1.0,"אלאמל,2 ","בי""ס מקיף 6 שנתי",כ, ,668.0,32.9413327,35.1752736,Opposition,138,220,17,מחל,Coalition,Julis
6,2662,גולס,485,6.1,6,0,510,285,6,279,5,0,0,0,3,3,0,0,1,0,1,0,0,0,0,0,98,0,67,30,13,0,0,0,0,1,0,3,39,0,1,0,0,0,0,0,3,0,11,0,6.0,עכו,485.0,ג'ולס,6.1,6.0,אלשביבה,"מתנ""ס קהילתי",כ,כ,510.0,32.94498,35.184243,Opposition,42,215,22,כן,Opposition,Julis
6,2663,גולס,485,6.2,6,0,510,268,2,266,4,0,5,0,2,5,0,0,0,0,0,0,0,0,0,0,77,0,60,22,28,0,0,0,0,0,0,9,41,0,0,0,0,0,0,1,3,0,9,0,6.0,עכו,485.0,ג'ולס,6.2,6.0,אלשביבה,"מתנ""ס קהילתי",כ, ,510.0,32.94498,35.184243,Opposition,31,196,39,כן,Opposition,Julis
6,2664,גולס,485,6.3,6,0,509,308,3,305,9,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,47,0,109,16,14,0,0,0,0,0,0,2,99,1,0,0,0,0,0,2,0,0,3,0,6.0,עכו,485.0,ג'ולס,6.3,6.0,אלשביבה,"מתנ""ס קהילתי", , ,509.0,32.94498,35.184243,Opposition,20,267,18,ל,Opposition,Julis
6,2665,גולס,485,7.0,1,0,691,325,4,321,14,0,1,0,1,5,1,0,0,0,0,0,1,0,0,0,56,0,104,33,31,0,0,0,0,0,0,6,45,0,1,0,0,0,0,0,1,0,21,0,6.0,עכו,485.0,ג'ולס,7.0,1.0,"אלאמל,2 ","בי""ס מקיף 6 שנתי",כ, ,691.0,32.9413327,35.1752736,Opposition,54,230,37,ל,Opposition,Julis
19,10749,גלגוליה,627,1.1,2,0,375,267,0,267,0,0,0,0,35,43,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,185,0,0,0,0,0,0,0,0,0,0,0,0,19.0,מרכז-צפון,627.0,ג'לג'וליה,1.1,2.0,ג'לג'וליה,"בי""ס יסודי א",כ,כ,375.0,32.1503443,34.9429499,Opposition,3,228,36,עם,Opposition,Jaljulya
19,10750,גלגוליה,627,1.2,2,0,374,252,1,251,2,0,0,0,56,49,0,0,0,0,0,0,0,0,0,0,1,0,0,3,1,0,0,0,0,0,0,139,0,0,0,0,0,0,0,0,0,0,0,0,19.0,מרכז-צפון,627.0,ג'לג'וליה,1.2,2.0,ג'לג'וליה,"בי""ס יסודי א", , ,374.0,32.1503443,34.9429499,Opposition,3,191,57,עם,Opposition,Jaljulya
19,10751,גלגוליה,627,2.1,7,0,388,273,1,272,0,0,0,0,23,41,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,203,0,0,0,0,0,0,0,0,1,0,0,0,19.0,מרכז-צפון,627.0,ג'לג'וליה,2.1,7.0,ג'לג'וליה,בית הקשיש - מרכז פיס לגיל הזהב,כ,כ,388.0,32.1503443,34.9429499,Opposition,0,248,24,עם,Opposition,Jaljulya
19,10752,גלגוליה,627,2.2,7,0,387,270,1,269,1,0,0,0,46,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,19.0,מרכז-צפון,627.0,ג'לג'וליה,2.2,7.0,ג'לג'וליה,בית הקשיש - מרכז פיס לגיל הזהב, , ,387.0,32.1503443,34.9429499,Opposition,0,223,46,עם,Opposition,Jaljulya
19,10753,גלגוליה,627,5.1,4,0,502,340,2,338,0,0,0,0,55,62,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,19.0,מרכז-צפון,627.0,ג'לג'וליה,5.1,4.0,ג'לג'וליה,"בי""ס יסודי ב - ליד המועצה",כ,כ,502.0,32.1503443,34.9429499,Opposition,1,282,55,עם,Opposition,Jaljulya
19,10754,גלגוליה,627,5.2,4,1,502,336,8,328,1,0,0,0,57,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0,0,0,0,0,0,0,0,0,0,19.0,מרכז-צפון,627.0,ג'לג'וליה,5.2,4.0,ג'לג'וליה,"בי""ס יסודי ב - ליד המועצה",כ, ,502.0,32.1503443,34.9429499,Opposition,0,271,57,עם,Opposition,Jaljulya
19,10755,גלגוליה,627,5.3,4,0,500,368,1,367,7,0,0,0,62,79,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,1,19.0,מרכז-צפון,627.0,ג'לג'וליה,5.3,4.0,ג'לג'וליה,"בי""ס יסודי ב - ליד המועצה", , ,500.0,32.1503443,34.9429499,Opposition,1,301,65,עם,Opposition,Jaljulya
19,10756,גלגוליה,627,6.1,5,0,384,280,1,279,5,0,0,1,43,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,193,0,0,0,0,0,0,0,0,0,0,0,0,19.0,מרכז-צפון,627.0,ג'לג'וליה,6.1,5.0,ג'לג'וליה,חטיבה עליונה בית חינוך מדעים,כ,כ,384.0,32.1503443,34.9429499,Opposition,1,235,43,עם,Opposition,Jaljulya
19,10757,גלגוליה,627,6.2,5,0,383,275,1,274,2,0,0,0,43,62,0,0,0,0,0,0,0,0,0,0,2,0,0,1,3,0,0,0,0,0,0,160,1,0,0,0,0,0,0,0,0,0,0,0,19.0,מרכז-צפון,627.0,ג'לג'וליה,6.2,5.0,ג'לג'וליה,חטיבה עליונה בית חינוך מדעים, , ,383.0,32.1503443,34.9429499,Opposition,1,227,46,עם,Opposition,Jaljulya
19,10758,גלגוליה,627,8.1,6,0,501,351,5,346,1,0,0,0,70,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,182,1,0,0,0,0,0,0,0,0,0,1,0,19.0,מרכז-צפון,627.0,ג'לג'וליה,8.1,6.0,ג'לג'וליה,"בי""ס יסודי ג' - אג'יאל",כ,כ,501.0,32.1503443,34.9429499,Opposition,1,273,72,עם,Opposition,Jaljulya
19,10759,גלגוליה,627,8.2,6,0,501,348,1,347,0,0,0,0,92,110,0,0,0,0,0,1,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,136,1,0,0,0,0,0,0,0,0,0,0,0,19.0,מרכז-צפון,627.0,ג'לג'וליה,8.2,6.0,ג'לג'וליה,"בי""ס יסודי ג' - אג'יאל",כ, ,501.0,32.1503443,34.9429499,Opposition,3,247,97,עם,Opposition,Jaljulya
19,10760,גלגוליה,627,8.3,6,0,499,349,2,347,1,0,0,0,28,34,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,1,0,19.0,מרכז-צפון,627.0,ג'לג'וליה,8.3,6.0,ג'לג'וליה,"בי""ס יסודי ג' - אג'יאל", , ,499.0,32.1503443,34.9429499,Opposition,1,318,28,עם,Opposition,Jaljulya
19,10761,גלגוליה,627,9.1,9,0,527,334,1,333,0,0,0,0,54,55,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,219,0,0,0,0,0,0,0,1,0,1,0,0,19.0,מרכז-צפון,627.0,ג'לג'וליה,9.1,9.0,ג'לג'וליה,חטיבת ביניים ג'לג'וליה, , ,527.0,32.1503443,34.9429499,Opposition,0,275,58,עם,Opposition,Jaljulya
19,10762,גלגוליה,627,9.2,9,0,527,401,5,396,1,0,0,0,65,56,0,0,0,0,1,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,265,0,0,0,0,0,0,0,0,0,0,0,0,19.0,מרכז-צפון,627.0,ג'לג'וליה,9.2,9.0,ג'לג'וליה,חטיבת ביניים ג'לג'וליה, , ,527.0,32.1503443,34.9429499,Opposition,2,322,72,עם,Opposition,Jaljulya
19,10763,גלגוליה,627,9.3,9,0,526,335,3,332,0,0,0,0,86,97,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,139,3,0,0,1,0,0,0,0,0,0,0,1,19.0,מרכז-צפון,627.0,ג'לג'וליה,9.3,9.0,ג'לג'וליה,חטיבת ביניים ג'לג'וליה, , ,526.0,32.1503443,34.9429499,Opposition,1,239,92,עם,Opposition,Jaljulya
18,10573,גנאביב שבט,976,1.0,1,0,564,230,2,228,1,0,0,0,6,23,0,1,0,0,0,0,0,0,0,0,7,0,1,3,2,0,1,1,0,0,0,175,1,0,0,1,0,0,0,0,3,1,0,1,18.0,באר שבע,976.0,ג'נאביב (שבט),1.0,1.0,ג'נאביב (שבט),"בי""ס יסודי תל ערד",כ,כ,564.0,31.287156,35.108132,Opposition,3,208,17,עם,Opposition,No Jurisdiction
9,3746,גסר אזרקא,541,2.1,2,0,503,230,4,226,1,2,0,0,60,82,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,72,1,0,0,1,0,0,0,0,0,0,0,0,9.0,חדרה,541.0,ג'סר א-זרקא,2.1,2.0,ג'סר א-זרקא,"בי""ס תיכון מקיף ג'סר א-זרקא",כ,כ,503.0,32.536044,34.907664,Opposition,3,156,67,ום,Opposition,Jiser A-Zarka
9,3747,גסר אזרקא,541,2.2,2,0,503,229,2,227,0,0,0,0,41,104,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,0,0,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,0,9.0,חדרה,541.0,ג'סר א-זרקא,2.2,2.0,ג'סר א-זרקא,"בי""ס תיכון מקיף ג'סר א-זרקא",כ, ,503.0,32.536044,34.907664,Opposition,2,176,49,ום,Opposition,Jiser A-Zarka
9,3748,גסר אזרקא,541,2.3,2,0,502,230,3,227,3,0,0,0,47,104,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,9.0,חדרה,541.0,ג'סר א-זרקא,2.3,2.0,ג'סר א-זרקא,"בי""ס תיכון מקיף ג'סר א-זרקא", , ,502.0,32.536044,34.907664,Opposition,3,173,51,ום,Opposition,Jiser A-Zarka
9,3749,גסר אזרקא,541,4.1,1,0,533,195,5,190,1,0,0,0,40,80,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,0,0,0,63,0,0,0,0,0,0,0,0,1,0,1,0,9.0,חדרה,541.0,ג'סר א-זרקא,4.1,1.0,ג'סר א-זרקא,"בי""ס יסודי אלשאטאא ממלכתי ב'",כ,כ,533.0,32.536044,34.907664,Opposition,2,145,43,ום,Opposition,Jiser A-Zarka
9,3750,גסר אזרקא,541,4.2,1,0,533,210,5,205,1,1,0,1,35,87,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,1,0,0,0,0,71,1,0,0,0,0,0,0,0,0,0,0,1,9.0,חדרה,541.0,ג'סר א-זרקא,4.2,1.0,ג'סר א-זרקא,"בי""ס יסודי אלשאטאא ממלכתי ב'",כ, ,533.0,32.536044,34.907664,Opposition,5,161,39,ום,Opposition,Jiser A-Zarka
9,3751,גסר אזרקא,541,4.3,1,0,533,243,0,243,2,0,0,0,54,110,0,0,0,1,0,0,1,0,0,1,0,1,0,5,5,0,0,0,1,0,0,59,1,1,0,0,0,0,0,0,1,0,0,0,9.0,חדרה,541.0,ג'סר א-זרקא,4.3,1.0,ג'סר א-זרקא,"בי""ס יסודי אלשאטאא ממלכתי ב'",כ, ,533.0,32.536044,34.907664,Opposition,5,172,66,ום,Opposition,Jiser A-Zarka
9,3752,גסר אזרקא,541,4.4,1,0,532,263,2,261,1,0,0,1,68,102,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,1,1,1,0,78,1,0,0,0,0,0,1,0,0,0,0,0,9.0,חדרה,541.0,ג'סר א-זרקא,4.4,1.0,ג'סר א-זרקא,"בי""ס יסודי אלשאטאא ממלכתי ב'", , ,532.0,32.536044,34.907664,Opposition,2,182,77,ום,Opposition,Jiser A-Zarka
9,3753,גסר אזרקא,541,6.1,5,0,388,170,2,168,1,0,0,0,35,60,0,0,0,0,0,0,0,0,1,1,1,0,0,2,5,0,0,0,2,0,0,59,1,0,0,0,0,0,0,0,0,0,0,0,9.0,חדרה,541.0,ג'סר א-זרקא,6.1,5.0,ג'סר א-זרקא,"בי""ס יסודי א'",כ,כ,388.0,32.536044,34.907664,Opposition,2,122,44,ום,Opposition,Jiser A-Zarka
9,3754,גסר אזרקא,541,6.2,5,0,388,169,1,168,2,0,0,0,26,67,0,0,0,0,2,0,0,0,0,0,0,0,1,0,6,0,0,0,0,0,1,58,1,1,0,1,1,0,0,0,0,0,0,1,9.0,חדרה,541.0,ג'סר א-זרקא,6.2,5.0,ג'סר א-זרקא,"בי""ס יסודי א'", , ,388.0,32.536044,34.907664,Opposition,2,129,37,ום,Opposition,Jiser A-Zarka
9,3755,גסר אזרקא,541,7.1,3,0,497,182,0,182,2,0,1,0,24,85,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,0,0,0,0,0,0,62,2,0,0,0,0,0,0,0,0,0,2,0,9.0,חדרה,541.0,ג'סר א-זרקא,7.1,3.0,ג'סר א-זרקא,"בי""ס ממלכתי חדשני צפוני",כ,כ,497.0,32.536044,34.907664,Opposition,4,151,27,ום,Opposition,Jiser A-Zarka
